pmid,title,journal,pub_date,impact,topic,subtopic,diabetes_subtype,study_type,board_relevant,is_new,is_archived
41055383,"User Experiences of a Bihormonal Fully Closed-Loop System Among Adults with Type 1 Diabetes in a Real-World Setting: A Qualitative Analysis.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,T1D,"Real-World Study",0,0,0
41924298,"Free testosterone independently predicts metabolic syndrome severity in U.S. adolescent girls aged 12-19 years.","Journal of the Endocrine Society","2026 Apr",LOW,PCOS,"","",Survey/Questionnaire,0,0,0
41203252,"Real-World Duration of Dexcom G7 Continuous Glucose Monitor Wear in Youth and Young Adults with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41027845,"Lack of Association Between Hemoglobin A1c and Continuous Glucose Monitor Metrics Among Individuals with Prediabetes and Normoglycemia.","Diabetes technology & therapeutics","2026 Apr",MODERATE,Diabetes,Technology,T2D,Observational/Cohort,0,0,0
40986451,"Decision Support Tool for Self-Management of Insulin Dosing in Type 1 Diabetes with Multiple Daily Injections: A Proof-of-Concept Study.","Diabetes technology & therapeutics","2026 Apr",HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41958865,"Placental gene signatures associated with high neonatal adiposity: role for immune cell activation.","Journal of the Endocrine Society","2026 Apr",LOW,Obesity/Metabolic,"","",Other,0,0,0
41039942,"Medication Use in Type 1 Diabetes and the Association with Socioeconomic Disadvantage: Analysis of a National Linked Dataset.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
41017336,"Developing and Evaluating a Natural Language Processing Algorithm to Detect Insulin Pump and Continuous Glucose Monitor Use in Electronic Health Records of Patients with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,T1D,Other,0,0,0
41005768,"A Real-World Study Comparing Advanced Hybrid Closed-Loop Systems During Pregnancy in Women with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Apr",MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
40911427,"Corrigendum to: ""The Virtual DCCT #3: Relationship of HbA1c and CGM Metrics with Cardiovascular Outcomes"".","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,General,Other,0,0,0
41264343,"Automated Insulin Delivery Beyond Glycemic Outcomes: Endpoints and Evidence.","Diabetes technology & therapeutics","2026 Apr",MODERATE,Diabetes,Technology,T1D,Review,0,0,0
41264350,"Mitigation Strategies for a Missed Meal Bolus in People with Type 1 Diabetes Using the Minimed™ 780G System.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,T1D,"Prospective Study",0,0,0
41798896,"Androgen and estrogen secretory dynamics in longitudinally followed moderately and late preterm infant girls.","Journal of the Endocrine Society","2026 Apr",LOW,Puberty,"","",Observational/Cohort,0,0,0
41081623,"Automated Insulin Delivery Is Associated with Reduced Hospital Admissions and Costs for Acute Diabetes Complications in Children with Type 1 Diabetes.","Diabetes technology & therapeutics","2026 Apr",LOW,Diabetes,Technology,T1D,"Health Economics",0,0,0
41970147,"Mapping Lifestyle Factors in Blood Glucose Variability in Adolescents With Type 1 Diabetes Mellitus: A Pilot Study.","Pediatric diabetes",2026,LOW,Diabetes,Technology,T1D,"Pilot Study",0,0,0
41959591,"Achieving Glycemic Targets in and out-of-School: Real-World Data From 1341 Italian Children Using the MiniMed 780G System During Auto Mode.","Pediatric diabetes",2026,LOW,Diabetes,Technology,T1D,"Real-World Study",0,0,0
41953514,"Sex-Specific BMI Trajectories in Young People With Type 1 Diabetes: A 20-Year Retrospective Regional Audit.","Pediatric diabetes",2026,MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41930239,"Treatment of Youth-Onset Type 2 Diabetes: Focus on SGLT-2 Inhibitor Use.","Pediatric diabetes",2026,MODERATE,Diabetes,General,T2D,Review,0,0,0
41800356,"Epidemiological Trends and Seasonal Patterns in Childhood Type 1 Diabetes: Insights From 2001 to 2024 in Lithuania.","Pediatric diabetes",2026,LOW,Diabetes,General,T1D,Other,0,0,0
41778062,"Long-Term Growth Outcomes of Children With Type 1 Diabetes According to Glycemic Control and Use of Continuous Glucose Monitoring: A Retrospective Cohort Study.","Pediatric diabetes",2026,MODERATE,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41778061,"Real-World Experience With Control-IQ Technology in Saudi Children With Insulin-Dependent Diabetes: A Single-Center Observational Study.","Pediatric diabetes",2026,MODERATE,Diabetes,Technology,General,Observational/Cohort,0,0,0
42064780,"Gestational and postpartum maternal consequences of gestational diabetes mellitus.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Registry/Database,0,0,0
42064778,"Correction: Post-vaccination SARS-CoV-2 infections and antibody responses after BNT162b2 in patients with severe obesity: a retrospective cohort study.","Frontiers in endocrinology",2026,LOW,Other,Obesity/Metabolic,"",Observational/Cohort,0,0,1
42064776,"Testicular microenvironment disruption in varicocele: mechanisms and implications for spermatogenesis.","Frontiers in endocrinology",2026,MODERATE,"General Endocrinology","","",Review,0,0,0
42064775,"Editorial: Enhancing adrenal tumor diagnostics: biomarkers and molecular mechanisms.","Frontiers in endocrinology",2026,LOW,Adrenal,"","",Editorial/Commentary,0,0,0
42064774,"Cadmium chloride and erectile dysfunction: integrative evidence from network toxicology, Mendelian randomization, and in vitro validation.","Frontiers in endocrinology",2026,LOW,Other,"General Endocrinology","",Other,0,0,1
42064773,"A three-parameter online nomogram for diabetic retinopathy risk in primary care: development and external validation in an independent cohort of type 2 diabetes.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,T2D,Observational/Cohort,0,0,0
42064772,"From incidentaloma to actionable insight: a clinical-molecular-imaging framework for risk-stratified management of testicular microlithiasis.","Frontiers in endocrinology",2026,MODERATE,"General Endocrinology","","",Review,0,0,0
42064771,"Vitamin D and cardiovascular autonomic neuropathy in type 2 diabetes mellitus according to diabetic kidney disease stage.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Other,0,0,0
42064770,"Maternal fat-soluble vitamin trajectories and infant birth weight in individuals with overweight or obesity.","Frontiers in endocrinology",2026,LOW,Diabetes,Technology,General,Other,0,0,0
42064769,"The accuracy of lipid accumulation product to predict metabolic syndrome in PCOS: a meta-analysis and comparative analysis with other indicators.","Frontiers in endocrinology",2026,HIGH,PCOS,"","",Meta-analysis,0,0,0
42064768,"Sodium-glucose cotransporter-2 inhibitors in cancer patients with type 2 diabetes and established immune checkpoint inhibitor-related cardiotoxicity: a retrospective analysis.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42064767,"Expert meeting report: epidemiology and management of acquired hypothalamic obesity.","Frontiers in endocrinology",2026,HIGH,Pituitary,"","",RCT,1,0,0
42064766,"Cardiovascular risk in primary aldosteronism: inflammatory drivers, residual risk, and emerging combination strategies.","Frontiers in endocrinology",2026,MODERATE,Adrenal,"","",Review,0,0,0
42064765,"Machine learning-based risk predictive models for depression in patients with diabetes: a systematic review and meta-analysis.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,General,Meta-analysis,0,0,0
42064764,"The impact of antidiabetic drugs on dementia risk: a Bayesian network meta-analysis.","Frontiers in endocrinology",2026,PRACTICE-ALTERING,Diabetes,General,"",Meta-analysis,0,0,1
42064763,"Integrated causal inference, kidney transcriptomics, and experimental validation identify ChREBP (MLXIPL) as a driver of maladaptive metabolic remodeling in diabetic kidney disease.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Other,0,0,0
42064762,"Type 2 diabetes mellitus and cancer: A systematic review and meta-analysis of Mendelian randomization studies.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T2D,Meta-analysis,0,0,0
42064761,"Integrating behaviour, physiology, and immune response to social stress in fish.","Frontiers in endocrinology",2026,MODERATE,Adrenal,"","",Review,0,0,1
42064760,"Pancreatic islet cell calcium ion imaging at single-cell resolution: functional identification of first-responder, highly connected (""hub""), and leader beta-cells.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,Review,0,0,0
42064759,"Chaihu-Wendan Decoction alleviates obesity through PTEN-mediated uncoupling of metabolic signaling and macrophage activation.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,Other,0,0,0
42064758,"Application of multimodal ultrasound in the biomechanical evaluation of carotid intima-media thickness in type 2 diabetes mellitus: a focus on subclinical vascular changes.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42058792,"The role of endocrine-disrupting chemicals in obesity: mechanisms, evidence, and public health implications.","Frontiers in endocrinology",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
42058791,"Endorsement of artificial intelligence guidelines across leading endocrinology journals: a cross-sectional analysis.","Frontiers in endocrinology",2026,LOW,Obesity/Metabolic,"","",Cross-Sectional,0,0,0
42058790,"Effects of a 50% versus 100% pre-prandial insulin bolus reduction to improve glycemic safety during postprandial continuous and intermittent exercise in adults with type 1 diabetes treated with multiple daily injections.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T1D,RCT,0,0,0
42058789,"Low-normal FT4 in early pregnancy as an independent risk factor for GDM: a large-scale retrospective cohort study.","Frontiers in endocrinology",2026,LOW,Diabetes,General,GDM,Observational/Cohort,0,0,0
42058788,"Risk association and diagnostic value of body roundness index for cardiovascular-kidney-metabolic-related outcomes: a systematic review and meta-analysis.","Frontiers in endocrinology",2026,HIGH,Obesity/Metabolic,"","",Meta-analysis,0,0,0
42058787,"Editorial: Technologies for diabetes, volume III.","Frontiers in endocrinology",2026,LOW,Diabetes,Technology,General,Editorial/Commentary,0,0,0
42058786,"Risk factors for diabetic kidney disease in type 2 diabetes mellitus in Asia: a meta-analysis.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T2D,Meta-analysis,0,0,0
42058785,"Effects of autologous platelet-rich plasma in recurrent implantation failure: a systematic review and meta-analysis.","Frontiers in endocrinology",2026,PRACTICE-ALTERING,Other,"General Endocrinology","",Meta-analysis,0,0,1
42058784,"A novel nomogram based on HALP score for predicting time to glycemic stability in hospitalized type 2 diabetes patients.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42058783,"Development and validation of a prediction model for microvascular complications of type 2 diabetes based on inflammation-metabolism composite indicators.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42058782,"Remission rate of type 2 diabetes mellitus following multidisciplinary management in the diabetes reversal clinic and its predictive factors: a real-world study.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
42058781,"Sex-specific aspects in the development of tissue metabolic damage in a non-obese prediabetic model.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,Other,0,0,0
42051464,"Gouty arthritis model: delving into disease pathways and uncovering possible therapeutic targets.","Frontiers in endocrinology",2026,MODERATE,Other,"General Endocrinology","",Review,0,0,1
42051463,"Relationship between apolipoprotein M levels and diabetic retinopathy in patients with type 2 diabetes mellitus.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Cross-Sectional,0,0,0
42051462,"Association of the glucose metabolism continuum (fasting plasma glucose/HbA1c) with tear-film stability and secretion: ocular surface evidence across non-diabetes, prediabetes, and diabetes.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,Cross-Sectional,0,0,0
42051461,"Gut microbiota in chronic kidney disease-mineral and bone disorder: shared mechanisms, disease-specific signatures, and therapeutic prospects.","Frontiers in endocrinology",2026,MODERATE,Bone/Calcium,"","",Review,0,0,0
42051460,"Machine learning-based prediction of NAFLD in patients with type 2 diabetes using routine clinical and biochemical indicators.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Cross-Sectional,0,0,0
42051459,"Quercetin in metabolic diseases: mechanisms, therapeutics, and multidimensional frontiers.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,"Systematic Review",0,0,1
42051458,"ECM remodeling features in reparative chondrocytes during knee osteoarthritis.","Frontiers in endocrinology",2026,LOW,Other,"General Endocrinology","",Other,0,0,1
42051457,"New findings in diabetic kidney disease: correlation and enhanced combined diagnostic value of sclerostin and 25(OH)VD.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Other,0,0,0
42051455,"Gut microbiome dysbiosis in PCOS: from pathogenesis to microbiome-targeted therapies.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,Review,0,0,0
42051454,"Rethinking the prognostic and biological significance of neuroendocrine marker expression in colorectal carcinoma.","Frontiers in endocrinology",2026,LOW,Other,"General Endocrinology","",Other,0,0,1
42051452,"Association between stress hyperglycemic ratio and stroke in older people with metabolic syndrome: a prospective cohort study from UK Biobank.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41938119,"Post-ACTH peak cortisol response is associated with genotype in children with nonclassic congenital adrenal hyperplasia.","Frontiers in endocrinology",2026,LOW,Adrenal,"","",Observational/Cohort,0,0,0
39536731,"Genotype-Phenotype Correlation and Feminizing Surgery in Danish Children with Congenital Adrenal Hyperplasia.","Hormone research in paediatrics",2026,MODERATE,Adrenal,"","",Observational/Cohort,0,0,0
39447557,"Recognition of Hyperinsulinaemic Hypoglycaemia in Infants with Congenital Central Hypoventilation Syndrome.","Hormone research in paediatrics",2026,LOW,Hyperinsulinism,"","",Observational/Cohort,0,0,0
39657609,"The Use of Automated Insulin Delivery around Physical Activity and Exercise in Type 1 Diabetes: A Position Statement of the European Association for the Study of Diabetes (EASD) and the International Society for Pediatric and Adolescent Diabetes (ISPAD).","Hormone research in paediatrics",2026,PRACTICE-ALTERING,Diabetes,Technology,T1D,Guideline/Consensus,1,0,0
41890172,"Evaluation of novel inflammatory biomarkers in overweight, obese, and morbidly obese children: a cross-sectional study.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,Observational/Cohort,0,0,0
41847449,"Male sex assignment in severely virilized 46,XX children with congenital adrenal hyperplasia.","Frontiers in endocrinology",2026,LOW,Adrenal,"","",Observational/Cohort,0,0,0
41778163,"Trends and outcomes of fertility preservation in patients presenting with cancer during pregnancy or postpartum-a longitudinal observational cohort study.","Frontiers in endocrinology",2026,LOW,"General Endocrinology","","",Observational/Cohort,0,0,0
39571543,"Clinical Predictors of Good/Poor Response to Growth Hormone Treatment in Children with Idiopathic Short Stature.","Hormone research in paediatrics",2026,HIGH,Growth,"","",RCT,1,0,0
39348816,"Surveying Current Practices in the Use of Gadolinium-Based Contrast Agents for Routine Brain Magnetic Resonance Imaging in the Evaluation of Isolated Growth Hormone Deficiency among US Pediatric Endocrinologists.","Hormone research in paediatrics",2026,LOW,Growth,"","",Survey/Questionnaire,0,0,0
41924525,"Editorial: Early prevention of childhood obesity: identifying risks and implementing effective interventions.","Frontiers in endocrinology",2026,LOW,Obesity/Metabolic,"","",Editorial/Commentary,0,0,0
40064154,"Development of Obesity following Treatment for Childhood Malignancies.","Hormone research in paediatrics",2026,MODERATE,"Cancer Late Effects","","",Review,1,0,0
41573056,"Maternal Autoimmune Disease and Childhood-Onset Type 1 Diabetes: A Nationwide Population-Based Nested Case-Control Study.","Pediatric diabetes",2026,MODERATE,Diabetes,General,T1D,Observational/Cohort,0,0,0
41958885,"Maternal and neonatal vitamin D metabolite profiling and its long-term impact on childhood growth: findings from the KLOTHO birth cohort.","Frontiers in endocrinology",2026,LOW,Diabetes,Technology,General,Observational/Cohort,0,0,0
41869038,"Cryopreservation duration does not affect pregnancy or neonatal outcomes in single high-quality blastocyst transfers: a multicenter retrospective study.","Frontiers in endocrinology",2026,MODERATE,"General Endocrinology","","",Observational/Cohort,0,0,1
41788782,"Mapping sex-based multimorbidity networks in type 1 diabetes: a real-world study from Shanghai.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,T1D,"Real-World Study",0,0,0
39250908,"Ovarian Insufficiency in Adolescent Females with Transfusion-Dependent β-Thalassemia: Pituitary versus Ovarian Iron Overload.","Hormone research in paediatrics",2026,LOW,Puberty,"","",Other,0,0,0
39038449,"Obesity Is Associated with Increased 11-Oxyandrogen Serum Concentrations during Puberty.","Hormone research in paediatrics",2026,LOW,Diabetes,Technology,General,Observational/Cohort,0,0,0
41727682,"Automated bone age assessment in rare pediatric growth disorders: a comparative study using Deeplasia.","Frontiers in endocrinology",2026,LOW,Bone/Calcium,"","",Observational/Cohort,0,0,0
41553947,"The Effectiveness of Novel E-Health Applications in the Prevention and Management of Childhood Obesity.","Hormone research in paediatrics",2026,LOW,Obesity/Metabolic,"","","Prospective Study",0,0,0
39571550,"Adult Height in Girls with Central Precocious Puberty with Onset after 6 Years: Effects of Gonadotropin-Releasing Hormone Analog Therapy.","Hormone research in paediatrics",2026,LOW,Puberty,"","",Observational/Cohort,0,0,0
40527292,"Polygenic Childhood Obesity: Integrating Genetics and Environment for Early Intervention.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
41884206,"Central precocious puberty in Türkiye, 2018-2024: national incidence, prevalence, and changes across the COVID-19 period.","Frontiers in endocrinology",2026,LOW,Puberty,"","",Observational/Cohort,0,0,0
41907543,"Children with craniopharyngioma resection had better response to recombinant human growth hormone therapy than those with idiopathic short stature.","Frontiers in endocrinology",2026,LOW,Growth,"","",Observational/Cohort,0,0,0
39362204,"ISPAD Position Statement on Type 1 Diabetes in Schools.","Hormone research in paediatrics",2026,PRACTICE-ALTERING,Diabetes,General,T1D,Guideline/Consensus,1,0,0
41727685,"Single-cell analysis reveals the cellular and transcriptional heterogeneity of the normal pediatric thyroid.","Frontiers in endocrinology",2026,LOW,Thyroid,"","",Other,0,0,0
42006263,"Uterine morphology in normogonadotropic anovulation: a comparative study of polycystic ovary syndrome and hypothalamic-pituitary-ovarian dysfunction.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,"Prospective Study",0,0,0
40393426,"Obesity in Childhood and Adolescence: Epidemiology and Financial Implications.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
39719130,"Thyrotoxic Hypokalemic Periodic Paralysis Induced by High-Dose Insulin in an Adolescent Male with Type 1 Diabetes Mellitus.","Hormone research in paediatrics",2026,LOW,Diabetes,General,T1D,Other,0,0,0
41821745,"Efficacy and safety of Dysmenorrhea Patch acupoint application in women with primary dysmenorrhea: a randomized double-blind controlled trial.","Frontiers in endocrinology",2026,HIGH,"General Endocrinology","","",RCT,0,0,0
41847450,"Sex- and stage-dependent expression of gonadal soma-derived factor paralogues reveals functional and evolutionary divergence in European sea bass (Dicentrarchus labrax).","Frontiers in endocrinology",2026,LOW,Puberty,"","",Other,0,0,0
41858856,"Predictive value of OGTT parameters and clinical markers in gestational diabetes mellitus: a prospective randomized controlled trial from a tertiary center in Türkiye.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,GDM,RCT,0,0,0
41685246,"Long-acting growth hormone for pediatric GHD: insights into molecular modification and clinical application.","Frontiers in endocrinology",2026,MODERATE,Growth,"","",Review,0,0,0
39406189,"Ketone Management in Pediatric Diabetes Centers in the USA: Current Practices and a Call for Improved Standardization.","Hormone research in paediatrics",2026,LOW,Diabetes,Technology,T1D,Survey/Questionnaire,0,0,0
41737050,"Clinical parameters and emerging biomarkers of partial remission in pediatric type 1 diabetes: a systematic review.","Frontiers in endocrinology",2026,HIGH,Diabetes,Technology,T1D,"Systematic Review",0,0,0
39362209,"Variability in Body Mass Index during 2018-2021 for People with Type 1 Diabetes: Real World Data from the USA, Germany, and Australasia.","Hormone research in paediatrics",2026,LOW,Diabetes,General,T1D,Registry/Database,0,0,0
39476806,"The Clinical and Genetic Diversity of Thyroid Hormone Resistance: Four Clinical Vignettes.","Hormone research in paediatrics",2026,LOW,Thyroid,"","","Real-World Study",0,0,0
41767402,"Glycemic control, including Time in Tight Range (TITR) evaluation, in children with type 1 diabetes treated with the MiniMed 780G system: a 3-year prospective, observational, two-center study.","Frontiers in endocrinology",2026,LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
39369697,"Strategies for Equitable Recruitment to Engage Underrepresented Youth and Their Families into Clinical Research: Findings from the BEAD-T1D Pilot Study.","Hormone research in paediatrics",2026,LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
39809244,"Epigenetics of Childhood Obesity.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
40695258,"Novel Insights into the Pathophysiology and Management of Obesity in Childhood and Adolescence.","Hormone research in paediatrics",2026,LOW,Obesity/Metabolic,"","",Editorial/Commentary,0,0,0
41884215,"From hypercalcemia to the diagnosis of pseudohypoparathyroidism type 1b: a case report.","Frontiers in endocrinology",2026,LOW,Bone/Calcium,"","",Other,0,0,0
39396497,"Associations of Co-Exposure to Polycyclic Aromatic Hydrocarbons and Heavy Metals with Sex Steroid Hormones among Children Aged 6-19 Years.","Hormone research in paediatrics",2026,LOW,Puberty,"","",Survey/Questionnaire,0,0,0
39427650,"Phase 2 Trial of Vosoritide Use in Patients with Hypochondroplasia: A Pharmacokinetic/Pharmacodynamic Analysis.","Hormone research in paediatrics",2026,LOW,Diabetes,Technology,General,Other,0,0,0
41958878,"The effect of continuous glucose monitoring on neonatal outcomes in pregnant women with diabetes.","Frontiers in endocrinology",2026,HIGH,Diabetes,Technology,GDM,Meta-analysis,1,0,0
42039121,"Case Report: Integrating clinical presentation and genetic analysis in P450 oxidoreductase deficiency: a novel mutation and systematic review.","Frontiers in endocrinology",2026,HIGH,Puberty,"","","Systematic Review",1,0,0
41757230,"Pregnancy and neonatal outcomes following time-lapse versus conventional embryo culture: a retrospective cohort study.","Frontiers in endocrinology",2026,LOW,"General Endocrinology","","",Observational/Cohort,0,0,1
40139165,"The Role of Endocrine Disruptors in Childhood Obesity: Unraveling the Obesogens.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","",Review,0,0,0
41767394,"Genotype-phenotype correlations of fasting C-peptide and lipids in HNF1A-MODY: a single-center series and multi-center cross-sectional analysis in Chinese population.","Frontiers in endocrinology",2026,LOW,Diabetes,General,MODY/Monogenic,Cross-Sectional,0,0,0
39462490,"Novel Protocol for the Use of Advanced Hybrid Closed-Loop System in Adolescents Engaged in Contact Sports.","Hormone research in paediatrics",2026,LOW,Diabetes,Technology,T1D,Observational/Cohort,0,0,0
41533559,"Dietary Habits in Children and Adolescents with Overweight and Obesity in Greece.","Hormone research in paediatrics",2026,MODERATE,Obesity/Metabolic,"","","Prospective Study",0,0,0
39602887,"Feasibility of Using Continuous Glucose Monitoring to Detect Glycemic Abnormalities in Children with Cystic Fibrosis.","Hormone research in paediatrics",2026,MODERATE,Diabetes,Technology,General,"Clinical Trial",1,0,0
41717547,"Characteristics and outcome of pediatric and adult differentiated thyroid cancer with distant metastases.","Frontiers in endocrinology",2026,LOW,Thyroid,"","",Other,0,0,0
41928888,"Effects of gender-affirming hormone therapy from adolescence to adulthood on cardiovascular function: a cross-sectional study.","Frontiers in endocrinology",2026,LOW,Obesity/Metabolic,"","",Cross-Sectional,0,0,0
41890194,"Serum osteocalcin as a novel biomarker for differentiating growth hormone deficiency from idiopathic short stature.","Frontiers in endocrinology",2026,LOW,Growth,"","",Cross-Sectional,0,0,0
41150838,"The EndoCompass Research Roadmap: Directions for the Future of Endocrine Science.","Hormone research in paediatrics",2026,LOW,"General Endocrinology","","",Editorial/Commentary,0,0,0
42039127,"High-dose vitamin D therapy and prolonged partial remission of type 1 diabetes - a case report.","Frontiers in endocrinology",2026,HIGH,Diabetes,Technology,T1D,RCT,1,0,0
41695839,"Association Between Celiac Disease and Uncontrolled Hemoglobin A1c Levels in Type 1 Diabetes Pediatric Patients.","Pediatric diabetes",2026,LOW,Diabetes,General,T1D,Observational/Cohort,0,0,0
41685245,"Early hyperaesthesia and late hypoaesthesia as manifestations of sensory neuropathy in dentistry - two case reports.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T1D,Other,0,0,0
41767373,"Case Report: Developmental-like skeletal deformities and transient osteosclerosis as rare presentations of primary hyperparathyroidism.","Frontiers in endocrinology",2026,LOW,Bone/Calcium,"","",Other,0,0,0
39186929,"Defining Success in the Delivery of Fertility-Related Care for Patients with Differences of Sex Development.","Hormone research in paediatrics",2026,LOW,DSD,"","",Other,0,0,0
39557026,"The Influence of X Chromosome Parent-of-Origin on Glycemia in Individuals with Turner Syndrome.","Hormone research in paediatrics",2026,LOW,Diabetes,General,General,Other,0,0,0
41890189,"Utility of continuous glucose monitoring during pancreatic surgery in patients with congenital hyperinsulinism.","Frontiers in endocrinology",2026,LOW,Hyperinsulinism,"","",Observational/Cohort,0,0,0
41869028,"Impact of adenomyosis on pregnancy outcomes following frozen embryo transfer: development and validation of a single-center clinical predictive model.","Frontiers in endocrinology",2026,LOW,"General Endocrinology","","",Observational/Cohort,0,0,1
41970975,"Case Report: Familial hCG syndrome with elevated hCG level concurrently in blood and cerebrospinal fluid.","Frontiers in endocrinology",2026,LOW,Puberty,"","",Other,0,0,0
41675570,"The associations between epilepsy, metabolism, and their clinical implications.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,General,Review,0,0,0
41767368,"Early-life antibiotic exposure and type 1 diabetes risk: a systematic review and meta-analysis.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T1D,Meta-analysis,0,0,0
41993989,"Global, regional and national burden of polycystic ovary syndrome: historical trends from 1990 to 2021 and projections to 2035.","Frontiers in endocrinology",2026,LOW,PCOS,"","",Other,0,0,0
41798197,"Novel RAD50 variants lead to Nijmegen Breakage Syndrome-like disorder and unplanned recombinant human growth hormone treatment response.","Frontiers in endocrinology",2026,LOW,Growth,"","",Other,0,0,0
41970972,"Effect of pericentric inversion of chromosome 9 on reproductive outcomes in assisted reproductive technology: a propensity score-matched cohort study.","Frontiers in endocrinology",2026,LOW,Genetics,"","",Observational/Cohort,0,0,1
41821747,"A clinically actionable nomogram integrating HbA1c, renal function, and blood pressure for early prediction of diabetic macular edema in working-age patients with type 2 diabetes.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,T2D,Observational/Cohort,0,0,0
41675571,"Spatiotemporal characterization of ghrelin and cholecystokinin levels in the gastrointestinal tract of juvenile Sparus aurata: effects of feeding status and diet composition.","Frontiers in endocrinology",2026,LOW,"General Endocrinology","","",Other,0,0,0
41987891,"Exogenous glucocorticoid dose impacts circulating microRNA expression in patients with adrenal insufficiency due to 21-hydroxylase deficiency.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,"Pilot Study",0,0,0
41890181,"Study on the correlation between hyperuricemia and components of metabolic syndrome in T2DM in China: a single-center, observational study.","Frontiers in endocrinology",2026,LOW,Diabetes,General,T2D,Observational/Cohort,0,0,0
41658513,"Novel variation in the CEL gene causing impaired fasting glucose in a Chinese pediatric patient: case report and literature review.","Frontiers in endocrinology",2026,MODERATE,Diabetes,General,MODY/Monogenic,Review,0,0,0
41726151,"The Mediating Effects of Diabetes Self-Management on the Relationship Between Diabetes Distress and Quality of Life Among School-Age Children With Type 1 Diabetes Mellitus During the COVID-19 Pandemic.","Pediatric diabetes",2026,LOW,Diabetes,General,T1D,Cross-Sectional,0,0,0
41798193,"Glucagon-like peptide-1 agonists in children with obesity and type 2 diabetes. an umbrella review.","Frontiers in endocrinology",2026,HIGH,Diabetes,General,T2D,"Systematic Review",0,0,0
41837125,"Precision management of medullary thyroid carcinoma: a dynamic framework integrating biomarkers, genotyping, and risk stratification.","Frontiers in endocrinology",2026,MODERATE,Thyroid,"","",Review,0,0,0
41924524,"Associations of cholesterol, high-density lipoprotein and glucose index and triglyceride-glucose-related indices with carotid atherosclerosis in young and middle-aged individuals.","Frontiers in endocrinology",2026,LOW,Diabetes,General,General,Cross-Sectional,0,0,0
